number,state,title,url,created_at,updated_at,closed_at,merged_at,user,labels,seed_title_match,discovered_from_issue_timeline,referenced_seed_issues_in_body,base_ref,head_ref,merged,changed_files,additions,deletions,files_downloaded,reviews_downloaded,review_comments_downloaded,issue_comments_downloaded,body_excerpt
10591,closed,chore: fix flake.nix to run on macos,https://github.com/coder/coder/pull/10591,2023-11-08T15:56:33Z,2023-11-11T09:06:44Z,2023-11-11T09:06:26Z,2023-11-11T09:06:26Z,anunayasri,community,True,False,,main,fix/nix-on-macos,True,1,1,1,1,1,0,4,strace is unavailable on macos. flake.nix is updated to handle this scenario.
10711,closed,fix: disable flaky test TestSSH/RemoteForward_Unix_Signal,https://github.com/coder/coder/pull/10711,2023-11-15T10:53:21Z,2023-11-15T11:04:50Z,2023-11-15T11:04:36Z,2023-11-15T11:04:36Z,spikecurtis,,True,False,,main,spike/disable-ssh-remote-forward-unix-signal,True,1,1,0,1,1,0,1,"Unfortunately this new test is flaky. Pretty sure our code has a race, but not good to break other people's PRs while I'm figuring it out."
10826,closed,test: skip flaky HealthyWithNodeDegraded,https://github.com/coder/coder/pull/10826,2023-11-21T19:18:45Z,2023-11-21T19:47:12Z,2023-11-21T19:46:58Z,2023-11-21T19:46:58Z,mtojek,,True,False,,main,10824-skip,True,1,1,0,1,1,0,0,Related: https://github.com/coder/coder/issues/10824
10833,closed,chore: fix flake in listening ports test,https://github.com/coder/coder/pull/10833,2023-11-22T06:44:41Z,2023-11-22T09:31:04Z,2023-11-22T09:30:52Z,2023-11-22T09:30:52Z,deansheather,,True,False,10832,main,dean/fix-port-test-flake,True,4,41,16,4,1,0,0,Closes #10832
10855,closed,test(agent/agentssh): fix flake in signal test,https://github.com/coder/coder/pull/10855,2023-11-24T11:09:34Z,2023-11-24T11:47:52Z,2023-11-24T11:47:41Z,2023-11-24T11:47:41Z,mafredri,,True,False,,main,mafredri/test-fix-agentssh-flake,True,1,2,2,1,2,0,0,"I'm hoping this will fix the following flake: https://github.com/coder/coder/actions/runs/6972992773/job/18976211275 I'm unable to reproduce the issue on my Mac, hence 🤞"
10875,closed,chore: fix flake in templates_test.go,https://github.com/coder/coder/pull/10875,2023-11-27T03:19:54Z,2023-11-27T05:29:26Z,2023-11-27T05:29:11Z,2023-11-27T05:29:11Z,deansheather,,True,False,,main,dean/fix-template-updatedat-flake,True,1,14,0,1,1,0,0,It looks like multiple people have tried to fix similar flakes but no one checked to see if there were any more instances of the same problem in the same file... Fixes this flake https://github.com/coder/coder/actions/runs/7000137148/job/19040369936?pr=10590#step:5:464
10963,closed,fix: fix TestWorkspaceAutobuild/DormantNoAutostart flake,https://github.com/coder/coder/pull/10963,2023-11-30T20:59:43Z,2023-11-30T21:50:27Z,2023-11-30T21:45:27Z,2023-11-30T21:45:27Z,sreya,,True,False,,main,jon/fixdormantflake,True,1,1,1,1,1,0,0,fixes https://github.com/coder/coder/issues/10947 The test forgets to reassign the updated workspace object after stopping the workspace so the build time that we use to pass to the autobuilder ticker is the one from initially starting the workspace. You would frequently get lucky because both builds would occur within the same hour. In this case the start build happened on (e.g.) `01:59` and the stop build happened on `02:00` so when we're calculating the next occurrence we're off by one hour.
10965,closed,fix: fix TestWorkspaceAutobuild/InactiveTTLOK flake,https://github.com/coder/coder/pull/10965,2023-11-30T22:00:45Z,2023-12-01T00:29:54Z,2023-12-01T00:29:42Z,2023-12-01T00:29:42Z,sreya,,True,False,,main,jon/fixinactiveflake,True,1,33,19,1,1,0,0,The workspace is in a started state. We try to stop any started workspaces when transitioning them to dormant. There's a race with the provisioner who will also generate an audit log for the workspace build associated with the stop. fixes https://github.com/coder/coder/issues/10957
10992,closed,fix: use database for user creation to prevent flake,https://github.com/coder/coder/pull/10992,2023-12-01T17:43:12Z,2023-12-04T16:05:31Z,2023-12-04T16:05:18Z,2023-12-04T16:05:18Z,f0ssel,,True,False,,main,f0ssel/flake-test-paginated-users,True,1,44,29,1,4,3,3,After speaking with @Emyrk I moved the user creation of these tests to use the database directly to speed things up and do less http requests in order to stay under the 50 second timeout. Closes https://github.com/coder/coder/issues/10978
11023,closed,fix: pass in time parameter to prevent flakes,https://github.com/coder/coder/pull/11023,2023-12-04T15:46:17Z,2023-12-04T17:20:37Z,2023-12-04T17:20:23Z,2023-12-04T17:20:23Z,f0ssel,,True,False,,main,f0ssel/time-test-logs,True,2,53,13,2,3,2,0,"Closes https://github.com/coder/coder/issues/10600 I'm trying to understand why these tests flake sometimes, like here: https://github.com/coder/coder/actions/runs/6805426561/job/18504925666#step:5:428 Here's what I have so far: - The tests failed very close to midnight: `insights_internal_test.go:162: now: 2023-11-08 23:59:56.781794 +0000 UTC m=+7.293516543` - I noticed the monotonic clock reading, ~~and upon further reading about it I think it's reasonable to strip this when dealing with parse"
11096,closed,chore: fix flake in TestExecutorAutostopTemplateDisabled,https://github.com/coder/coder/pull/11096,2023-12-08T01:24:51Z,2023-12-08T09:03:10Z,2023-12-08T09:02:55Z,2023-12-08T09:02:55Z,sreya,,True,False,,main,jon/fixautobuildflake,True,2,4,4,2,1,0,0,Fixes a flake where the following can happen: - A build _starts_ at `23:34:59.981` but ends at `23:35:00.205` - When calculating the deadline of 1 hour we set on the build we get `00:35:00.205`. - We pass a tick that adds 61 minutes but it's based off the `created_at` instead of the `completed_at` of the build so we get `00:35:59.981` which truncates down to `00:35:00` which is less than the deadline. I've gone ahead and fixed it but we should maybe reconsider whether this test should exist in `
11240,closed,"chore: fix flake, use time closer to actual test",https://github.com/coder/coder/pull/11240,2023-12-15T18:31:34Z,2023-12-18T16:56:01Z,2023-12-18T16:55:46Z,2023-12-18T16:55:46Z,Emyrk,,True,False,,main,stevenmasley/flake_ActivityBumpWorkspace,True,1,11,5,1,1,0,0,"The tests were queued, and the autostart time was being set to the time the table was created, not when the test was actually being run. This diff was causing failures in CI Fixes: https://github.com/coder/coder/issues/11011 Could reproduce by adding a sleep to the start of the test"
11251,closed,chore: fix TestWorkspaceAutobuild/DormancyThresholdOK flake,https://github.com/coder/coder/pull/11251,2023-12-17T21:16:36Z,2023-12-18T15:23:19Z,2023-12-18T15:23:07Z,2023-12-18T15:23:07Z,sreya,,True,False,,main,jon/dormancyflake,True,1,32,46,1,1,0,0,fixes https://github.com/coder/coder/issues/11238 Checking for audit logs generated from workspace builds is flaky since there exists a small gap of time between when the transaction is committed for completing a job and when we write an audit log. In fact this means any test in our `coderd` package that is asserting build-related audit logs is inherently flaky since we all use the `coderdtest.AwaitWorkspaceBuildJobCompleted` to indicate it is a good time to check for audit log generation. We sh
11316,closed,chore(coderd): fix test flake with auditor,https://github.com/coder/coder/pull/11316,2023-12-21T20:37:41Z,2023-12-22T09:51:06Z,2023-12-22T09:50:50Z,2023-12-22T09:50:50Z,johnstcn,,True,False,,main,cj/workspacebuilds-audit-flake,True,1,11,5,1,1,0,0,Fixes https://github.com/coder/coder/issues/10961
11384,closed,chore(coderd/database/dbfake): fix pq test flake in TestStart_Starting,https://github.com/coder/coder/pull/11384,2024-01-03T12:19:43Z,2024-01-03T15:04:42Z,2024-01-03T12:27:51Z,2024-01-03T12:27:51Z,johnstcn,,True,False,,main,cj/flake/cli-test-start-starting,True,1,2,2,1,1,0,0,test-go-pg got skipped in https://github.com/coder/coder/pull/11381 so [this](https://github.com/coder/coder/actions/runs/7395536966/job/20118913609#step:5:331) snuck through. ``` start_test.go:423: Error Trace: /home/runner/actions-runner/_work/coder/coder/coderd/database/dbfake/dbfake.go:197 /home/runner/actions-runner/_work/coder/coder/cli/start_test.go:423 Error: Received unexpected error: pq: invalid input syntax for type json Test: TestStart_Starting Messages: acquire starting job ```
11453,closed,chore(coderd/provisionerdserver): fix test flake in TestHeartbeat,https://github.com/coder/coder/pull/11453,2024-01-05T15:14:36Z,2024-09-23T00:05:36Z,2024-04-04T00:05:48Z,,johnstcn,stale,True,False,,main,cj/provisionerdserver-test-heartbeat-flake,False,2,6,0,2,2,1,0,Fixes a test flake seen here: https://github.com/coder/coder/actions/runs/7423302316/job/20200458237?pr=11393#step:5:346 ``` WARNING: DATA RACE Write at 0x00c0000651b0 by goroutine 28: runtime.closechan() /opt/hostedtoolcache/go/1.21.5/x64/src/runtime/chan.go:357 +0x0 github.com/coder/coder/v2/coderd/provisionerdserver_test.TestHeartbeat() /home/runner/actions-runner/_work/coder/coder/coderd/provisionerdserver/provisionerdserver_test.go:137 +0x3eb testing.tRunner() /opt/hostedtoolcache/go/1.21.5
11501,closed,fix: generate new random username to prevent flake,https://github.com/coder/coder/pull/11501,2024-01-08T19:01:12Z,2024-01-08T19:09:26Z,2024-01-08T19:09:14Z,2024-01-08T19:09:14Z,f0ssel,,True,False,,main,f0ssel/rename-flake,True,1,1,3,1,1,0,0,Closes https://github.com/coder/coder/issues/11497
11518,closed,chore(coderd): fix test flake in TestAgentWebsocketMonitor_SendPings,https://github.com/coder/coder/pull/11518,2024-01-09T16:48:58Z,2024-01-10T08:46:00Z,2024-01-10T08:45:46Z,2024-01-10T08:45:46Z,johnstcn,,True,False,,main,cj/flake-testagentwebocketmonitor-sendpings,True,1,9,2,1,1,0,0,Fixes https://github.com/coder/coder/issues/11517 My read of the original issue is that `m.lastPing` can be stored in between ``` fConn.requireEventuallyHasPing(t) ``` and ``` lastPing := uut.lastPing.Load() ``` Triggering cancellation before checking lastPing should allow the for loop to complete its iteration through to storing lastPing.
11521,closed,chore(coderd): fix test flake in TestWorkspaceUpdateAutomaticUpdates_OK,https://github.com/coder/coder/pull/11521,2024-01-09T17:29:49Z,2024-01-10T08:45:44Z,2024-01-10T08:45:32Z,2024-01-10T08:45:32Z,johnstcn,,True,False,,main,cj/flake-TestWorkspaceUpdateAutomaticUpdates_OK,True,1,11,6,1,1,0,0,Fixes a test flake seen here: https://github.com/coder/coder/actions/runs/7464047942/job/20310133108#step:5:471 Ordering of audit logs is not guaranteed.
11529,closed,chore(flake.nix): install mockgen from source,https://github.com/coder/coder/pull/11529,2024-01-09T20:19:06Z,2024-01-10T00:39:03Z,2024-01-10T00:35:10Z,,coadler,,True,False,,main,01-09-chore_flake.nix_install_mockgen_from_source,False,1,19,0,1,0,0,5,The stable package still points to the old repo.
11537,closed,chore: update flake to include new mockgen,https://github.com/coder/coder/pull/11537,2024-01-10T00:29:46Z,2024-01-10T02:10:39Z,2024-01-10T00:37:51Z,2024-01-10T00:37:51Z,code-asher,,True,False,,main,asher/update-flake-mockgen,True,1,3,3,1,1,0,1,"It looks like we updated mockgen to use Uber's fork, but the flake lockfile still pointed to a nixos-unstable commit that had the old mockgen resulting in an error like: missing go.sum entry for module providing package github.com/golang/mock/mockgen/model"
11541,closed,fix: fix flake in TestAgentWebsocketMonitor_SendPings,https://github.com/coder/coder/pull/11541,2024-01-10T06:40:16Z,2024-07-11T00:04:58Z,2024-01-10T07:19:47Z,,spikecurtis,,True,False,,main,spike/sendpings-flake,False,1,4,2,1,0,0,1,"Fixes flake seen here: https://github.com/coder/coder/runs/20330641188 Root cause is that we check the lastPing is non-nil after seeing the ping call, but this races with actually setting lastPing, which happens after the call."
11716,closed,fix: make yarn from nix flake use the right version of node,https://github.com/coder/coder/pull/11716,2024-01-19T21:29:44Z,2024-01-19T21:59:59Z,2024-01-19T21:59:39Z,2024-01-19T21:59:39Z,code-asher,,True,False,,main,asher/nix-yarn-nodejs-version,True,1,7,5,1,1,0,0,"Otherwise if for example you try to run `yarn storybook` it complains that the version of Node is wrong. `pnpm storybook` works fine and maybe that is what we should actually use, but as long as we have yarn installed might as well make use the right thing."
11808,closed,fix(coderd/provisionerdserver): fix test flake in TestHeartbeat,https://github.com/coder/coder/pull/11808,2024-01-24T18:27:32Z,2024-01-25T12:06:15Z,2024-01-25T12:05:58Z,2024-01-25T12:05:58Z,johnstcn,,True,False,,main,cj/flake-provisionerdserver-heartbeat,True,1,9,20,1,4,8,0,Fixes a test flake seen here: https://github.com/coder/coder/actions/runs/7640549172/job/20815906797#step:5:431 ~I instead added a channel to `heartbeatLoop` to ensure that heartbeats are stopped when the ctx is cancelled.~ Edit: now relying on goleak to ensure that the heartbeat loop is stopped.
11974,closed,fix(flake.nix): add google-chrome to nix flake,https://github.com/coder/coder/pull/11974,2024-02-01T10:00:26Z,2024-02-02T15:56:20Z,2024-02-02T15:56:06Z,2024-02-02T15:56:06Z,johnstcn,,True,False,,main,cj/nix-chrome,True,1,1,0,1,2,0,4,Required for scaletest tests.
12280,closed,chore: fix wsproxy test flake,https://github.com/coder/coder/pull/12280,2024-02-23T10:40:56Z,2024-02-23T11:20:05Z,2024-02-23T11:19:54Z,2024-02-23T11:19:54Z,deansheather,,True,False,12277,main,dean/fix-wsproxy-flake,True,1,22,10,1,1,0,0,Closes #12277
12326,closed,test(agent/agentscripts): fix test flake in `TestEnv`,https://github.com/coder/coder/pull/12326,2024-02-27T17:40:51Z,2024-02-27T17:58:25Z,2024-02-27T17:58:11Z,2024-02-27T17:58:11Z,mafredri,,True,False,,main,mafredri/test-fix-agentscript-flake,True,1,7,1,1,1,0,0,"This should hopefully fix the following flake: https://github.com/coder/coder/actions/runs/8066720038/job/22035474376 It looks like the test output was correct, but we errored on asserting no error on `Execute`. Thus it looks like our test-routine exited too quickly and called `runner.Close()` before `Execute` had completed."
12364,closed,fix(cli): address test flake in TestSSH/Stdio_StartStoppedWorkspace_CleanStdout,https://github.com/coder/coder/pull/12364,2024-02-29T14:26:53Z,2024-03-25T13:33:50Z,2024-02-29T18:37:50Z,,johnstcn,,True,False,,main,cj/flake-startstoppedworkspace,False,1,1,0,1,1,0,3,Seen here: https://github.com/coder/coder/actions/runs/8096116004/job/22124271165?pr=12328
12377,closed,chore: fix `Test_parseInsightsStartAndEndTime` flake,https://github.com/coder/coder/pull/12377,2024-02-29T23:46:49Z,2024-03-01T00:20:40Z,2024-03-01T00:20:25Z,2024-03-01T00:20:25Z,coadler,,True,False,,main,colin/fixTest_parseInsightsStartAndEndTimeflake,True,1,2,2,1,2,0,1,Fixes https://github.com/coder/coder/issues/10600
12517,closed,test(coderd): skip flaky dau test,https://github.com/coder/coder/pull/12517,2024-03-11T11:20:00Z,2024-03-11T12:54:50Z,2024-03-11T12:54:39Z,2024-03-11T12:54:39Z,mafredri,,True,False,12509,main,mafredri/test-skip-flaky-test,True,2,22,12,2,3,0,1,"This will be fixed by #12122 when the existing DAU queries are replaced by insights queries, disabling for now. Closes #12509"
12645,closed,fix: fix flaky TestWorkspaceProxy_Server_PrometheusEnabled,https://github.com/coder/coder/pull/12645,2024-03-18T14:40:45Z,2024-03-18T15:43:56Z,2024-03-18T15:43:41Z,2024-03-18T15:43:41Z,mtojek,,True,False,,main,flaky-proxy-server-prom,True,1,3,4,1,1,0,0,Spotted in: https://github.com/coder/coder/actions/runs/8327900959/job/22786685229?pr=12642
12700,closed,chore(coderd/workspaceapps/apptest): fix test flake due to concurrent usage of same deployment,https://github.com/coder/coder/pull/12700,2024-03-21T12:46:32Z,2024-03-21T15:38:54Z,2024-03-21T15:38:38Z,2024-03-21T15:38:38Z,johnstcn,,True,False,,main,cj/flake-WorkspaceApps,True,1,66,22,1,2,0,1,- Updates existing tests under `workspaceapps/apptest` to not reuse existing `appDetails` as `assertWorkspaceLastUsed(Not)?Updated` calls `FlushStats()` which was causing racy test behaviour and incorrect test assertions. - Expands scope of `assertWorkspaceLastUsedAtUpdated` and its counterpart to ProxySubdomain tests.
12760,closed,test(cli): prevent flake due to outdated build in TestSSH,https://github.com/coder/coder/pull/12760,2024-03-26T10:26:04Z,2024-03-26T10:47:10Z,2024-03-26T10:46:59Z,2024-03-26T10:46:59Z,mafredri,,True,False,12752,main,mafredri/test-cli-fix-agent-flake,True,1,26,2,1,1,0,0,"I got a bit suspicious about all the flakes for `TestSSH/Stdio_StartStoppedWorkspace_CleanStdout`, so we now ensure the build has started before trying to start the agent. https://github.com/coder/coder/actions/runs/8420752158/job/23056129504?pr=12675#step:5:919 ``` t.go:99: 2024-03-25 13:23:28.691 [info] coderd: disconnected possibly outdated agent workspace_id=9915a34a-ec63-4b80-a2db-303abd1a9a23 agent_id=689042a0-a6fa-44c7-a15a-9cf89d3b5979 request_id=78afb83d-6655-43ab-b9ef-e1824eaa27a8 ... "
12927,closed,test(site): fix flaky outdated agent test,https://github.com/coder/coder/pull/12927,2024-04-10T13:57:37Z,2024-04-10T14:09:59Z,2024-04-10T14:09:44Z,2024-04-10T14:09:44Z,mtojek,,True,False,,main,fix-e2e-flake,True,2,5,1,2,2,1,0,Spotted in: https://github.com/coder/coder/issues/12508 Spotted in: https://github.com/coder/coder/actions/runs/8631687311/job/23660630419 This PR fixes the flaky `outdatedAgent` test.
13186,closed,chore: add build targets to nix flake,https://github.com/coder/coder/pull/13186,2024-05-06T19:46:46Z,2024-05-06T22:21:32Z,2024-05-06T22:21:20Z,2024-05-06T22:21:20Z,kylecarbs,,True,False,,main,flake,True,6,185,24,6,2,3,4,Enables `nix build github:coder/coder[/branch]#linux_amd64`!
13243,closed,fix: fix nix flake sed command,https://github.com/coder/coder/pull/13243,2024-05-10T20:14:10Z,2024-05-10T22:10:33Z,2024-05-10T22:10:19Z,2024-05-10T22:10:19Z,sreya,,True,False,,main,jon/fixflake,True,1,1,1,1,1,0,0,"Seeing some errors: ``` Downloading Go modules... Calculating SRI hash... sed: -e expression #1, char 37: unknown option to `s' ``` [here](https://github.com/coder/coder/actions/runs/9036466674/job/24836282425?pr=13098)"
13250,closed,fix: update tests for useClipboard to minimize risks of flakes,https://github.com/coder/coder/pull/13250,2024-05-12T21:11:42Z,2024-05-15T20:59:26Z,2024-05-15T20:59:15Z,2024-05-15T20:59:15Z,buenos-nachos,,True,False,13240,main,mes/clipboard-flake,True,2,178,136,2,2,2,2,"Closes #13240 ## Changes made - Updated all test setup/teardown logic to avoid mishaps with mock timeouts, and also to increase test isolation - Updated test approach to use `describe.each` to improve test isolation between HTTPS and HTTP-only test cases - Updated how mock clipboard was defined - Added extra test cases for checking what happens when a clipboard write fully, 100% fails"
13301,closed,chore: fix `TestMeasureLatency/MeasureLatencyRecvTimeout` flake,https://github.com/coder/coder/pull/13301,2024-05-16T17:47:11Z,2024-05-16T18:42:55Z,2024-05-16T18:42:43Z,2024-05-16T18:42:43Z,coadler,,True,False,,main,colin/chore_fix_testmeasurelatency_measurelatencyrecvtimeout_flake,True,4,117,8,4,2,0,1,
13313,closed,chore: fix tailnet integration test flake,https://github.com/coder/coder/pull/13313,2024-05-20T07:20:31Z,2024-05-21T02:57:53Z,2024-05-21T02:57:40Z,2024-05-21T02:57:40Z,deansheather,,True,False,13258,main,dean/fix-tailnet-test-flake,True,1,3,0,1,1,0,0,Closes #13258
13431,closed,chore: skip `TestDeleteOldWorkspaceAgentStats` due to flaking,https://github.com/coder/coder/pull/13431,2024-05-31T22:47:18Z,2024-12-01T00:07:29Z,2024-06-03T13:44:42Z,,coadler,,True,False,,main,colin/chore_skip_testdeleteoldworkspaceagentstats_due_to_flaking,False,1,3,0,1,1,0,1,
13451,closed,chore: fix `(*coderdtest.WorkspaceAgentWaiter).Wait()` flake,https://github.com/coder/coder/pull/13451,2024-06-03T19:37:01Z,2024-06-03T19:46:59Z,2024-06-03T19:46:57Z,2024-06-03T19:46:57Z,coadler,,True,False,,main,colin/chore_fix_coderdtest.workspaceagentwaiter_.wait_flake,True,1,1,1,1,1,0,2,See: https://github.com/coder/coder/actions/runs/9355241818/job/25749959645#step:5:438
13453,closed,chore: fix `TestServer/Prometheus/DBMetricsDisabled` test flake,https://github.com/coder/coder/pull/13453,2024-06-03T19:52:05Z,2024-06-03T20:39:13Z,2024-06-03T20:39:00Z,2024-06-03T20:39:00Z,coadler,,True,False,,main,colin/chore_fix_testserver_prometheus_dbmetricsdisabled_test_flake,True,2,45,34,2,1,0,1,See: https://github.com/coder/coder/actions/runs/9352137263/job/25739550487#step:5:368
13492,closed,chore(cli): address cli netcheck test flake,https://github.com/coder/coder/pull/13492,2024-06-06T14:53:44Z,2024-06-07T09:02:08Z,2024-06-07T09:01:54Z,2024-06-07T09:01:54Z,johnstcn,,True,False,,main,cj/flake/cli-healthcheck,True,3,48,4,3,1,0,0,"Fixes https://github.com/coder/coder/issues/13489 - Removed the check for a healthy node report. At this stage, we're not interested in whether the report is healthy or not, but that it contains the correct number of node reports. - In `derphealth`, we hard-code a 10-second deadline when running a `NodeReport`. Modified to only set a deadline if none is already set on the parent context."
13540,closed,chore: Pin sqlc to v1.25.0 in `flake.nix`,https://github.com/coder/coder/pull/13540,2024-06-11T12:53:37Z,2024-06-18T16:30:59Z,2024-06-18T16:30:46Z,,kylecarbs,,True,False,,main,sqlc-nix-pin,False,1,18,0,1,1,0,2,
13553,closed,fix: fix flake in TestWorkspaceAgent_Metadata_CatchMemoryLeak,https://github.com/coder/coder/pull/13553,2024-06-12T11:45:46Z,2024-06-12T14:57:37Z,2024-06-12T14:33:22Z,2024-06-12T14:33:22Z,spikecurtis,,True,False,,main,spike/flake-catch-memory-leak,True,1,11,15,1,1,0,2,"Fixes flake seen here: https://github.com/coder/coder/actions/runs/9461246505/job/26061605278 #13486 subtly changes the test so that `post` uses the new v2 Agent API, and when canceling context, there is a race condition where the yamux session underpinning the API can get torn down before the RPC processes the canceled context, yielding a different error response than the test was previously expecting. I've refactored the test to just stop posting when the test finishes, rather than depend on a"
13564,closed,fix: fix flake in TestDERPEndToEnd,https://github.com/coder/coder/pull/13564,2024-06-13T06:42:47Z,2024-06-13T07:39:04Z,2024-06-13T07:38:51Z,2024-06-13T07:38:51Z,spikecurtis,,True,False,,main,spike/flake-testderpendtoend,True,1,1,0,1,1,0,2,"Fixes flake seen here: https://github.com/coder/coder/actions/runs/9484556007/job/26134323535 Only the client had BlockEndpoints set, and so the workspace sent endpoints via Disco for the client to connect to."
13607,closed,fix: fix flake in TestAppHealth_Healthy,https://github.com/coder/coder/pull/13607,2024-06-20T07:46:01Z,2024-06-20T08:02:42Z,2024-06-20T08:02:31Z,2024-06-20T08:02:31Z,spikecurtis,,True,False,,main,spike/flake-TestAppHealth_Healthy,True,1,6,5,1,1,0,2,"Fixes flake seen here: https://github.com/coder/coder/actions/runs/9592039958/job/26449942775 Maps are unsafe reading/writing concurrently, even to different keys, although almost certainly not a collision or rebalance with just 2 keys. I just moved it two variables as this is fewer lines than protecting with a mutex."
13686,closed,fix: fix TestPGCoordinatorSingle_MissedHeartbeats flake,https://github.com/coder/coder/pull/13686,2024-06-27T12:34:46Z,2024-06-27T15:17:38Z,2024-06-27T15:17:24Z,2024-06-27T15:17:24Z,spikecurtis,,True,False,,main,spike/TestPGCoordinatorSingle_MissedHeartbeats-flake,True,2,12,11,2,1,0,1,"Fixes flake seen here: https://github.com/coder/coder/actions/runs/9695396986/job/26755085673 Problem is that with the mocked `Clock` we were trapping the first call into the clock to ensure the heartbeat was processes, but instead we should trap the last call, otherwise advancing the time can race with heartbeat processing."
13930,closed,chore: update flake.nix to handle aarch64 linux,https://github.com/coder/coder/pull/13930,2024-07-18T07:37:18Z,2024-07-19T19:16:01Z,2024-07-19T19:15:50Z,2024-07-19T19:15:50Z,matifali,,True,False,,main,matifali/nix-arm64,True,2,5,5,2,1,0,0,`google-chrome` is not available for aarch64 linux https://search.nixos.org/packages?channel=unstable&show=google-chrome&from=0&size=50&sort=relevance&type=packages&query=google-chrome Also bumps terraform to 1.9.2 for nix.
13944,closed,fix: remove `TestPendingUpdatesMetric` flake,https://github.com/coder/coder/pull/13944,2024-07-19T09:45:12Z,2024-07-19T10:54:30Z,2024-07-19T10:54:15Z,2024-07-19T10:54:15Z,dannykopping,,True,False,,main,dk/flake,True,1,9,12,1,1,0,0,"Fixes https://github.com/coder/coder/issues/13943. I suspect my usage of `sync.Cond` was either wrong, naïve, or there's some behaviour in the runtime which is not as predictable as I'm expecting. I've changed to using a channel, which is simpler and what I should've done from the start. I was able to provoke the flake reliably by running the following command, and with the fix I am not able to reproduce. I don't 100% understand what causes the flake, but I'm fairly sure it's to do with the magi"
13985,closed,fix: address `TestPendingUpdatesMetric` flake,https://github.com/coder/coder/pull/13985,2024-07-23T14:01:45Z,2024-07-23T14:40:09Z,2024-07-23T14:39:57Z,2024-07-23T14:39:57Z,dannykopping,,True,False,,main,dk/fix-pending-metrics,True,1,4,3,1,1,0,1,Follow up of #13944 Changed the assertion in `TestPendingUpdatesMetric` to wait for the metric to be updated with the expected count of updates before proceeding; this should resolve test flakiness.
14046,closed,chore: add script to update flake automatically,https://github.com/coder/coder/pull/14046,2024-07-29T18:17:14Z,2024-07-30T07:36:20Z,2024-07-29T18:29:22Z,2024-07-29T18:29:22Z,kylecarbs,,True,False,,main,updateflake,True,1,7,2,1,3,2,0,
14052,closed,ci: handle retriggering ci and human authors in `update-flake` ,https://github.com/coder/coder/pull/14052,2024-07-30T08:00:24Z,2024-07-31T16:12:53Z,2024-07-31T16:12:40Z,2024-07-31T16:12:40Z,matifali,,True,False,,main,matifali/ci-fixup,True,1,8,4,1,3,4,1,This PR improves #14046 based on instructions [here](https://github.com/stefanzweifel/git-auto-commit-action#commits-made-by-this-action-do-not-trigger-new-workflow-runs). Should solve the CI stuck issue exhibited in - #14039 - #14040 - #14041 - #14044
14067,closed,fix: run update-flake with PAT to allow workflow runs,https://github.com/coder/coder/pull/14067,2024-07-31T15:42:30Z,2024-07-31T15:43:54Z,2024-07-31T15:43:43Z,2024-07-31T15:43:43Z,kylecarbs,,True,False,,main,flakeci,True,1,2,0,1,1,0,0,See the comment in the code.
14091,closed,chore: commit update-flake as @dependabot,https://github.com/coder/coder/pull/14091,2024-08-01T16:13:50Z,2024-08-01T16:25:04Z,2024-08-01T16:24:51Z,2024-08-01T16:24:51Z,matifali,,True,False,,main,matifali-patch-1,True,1,3,0,1,1,0,1,"Thıs is needed to bypass the dependency check job for dependabot PRs as we add another commit to update-flake. For example, it will resolve the issue in #14041 https://github.com/coder/coder/blob/1289937eaeac63f27f2856a4374a0fedc5cc0e58/.github/workflows/ci.yaml#L973 The username and email are fetched from a previous dependabot commit. https://github.com/coder/coder/commit/1289937eaeac63f27f2856a4374a0fedc5cc0e58.patch"
14125,closed,fix: check for io.EOF error in derpmap to resolve flake,https://github.com/coder/coder/pull/14125,2024-08-02T16:49:28Z,2024-08-02T17:08:59Z,2024-08-02T17:08:47Z,2024-08-02T17:08:47Z,kylecarbs,,True,False,,main,flakederp,True,1,3,1,1,1,0,0,See: https://github.com/coder/coder/actions/runs/10218717887/job/28275465405?pr=14045
14167,closed,fix: extend locking in wsproxy to avoid race (and fix flake),https://github.com/coder/coder/pull/14167,2024-08-05T16:29:11Z,2024-08-05T18:32:18Z,2024-08-05T18:30:44Z,2024-08-05T18:30:44Z,sreya,,True,False,,main,jon/wsproxyflake,True,2,5,5,2,1,0,0,fixes https://github.com/coder/coder/issues/13541
14195,closed,fix: lock adding to tailnet waitgroup to avoid race (and fix flake),https://github.com/coder/coder/pull/14195,2024-08-07T05:41:28Z,2024-08-07T05:52:54Z,2024-08-07T05:52:42Z,2024-08-07T05:52:42Z,ethanndickson,,True,False,14143,main,08-07-fix_lock_adding_to_tailnet_waitgroup_to_avoid_race_and_fix_flake_,True,1,8,1,1,1,0,1,"Fixes #14143. Fixes a race condition that can occur when a `tailnet` connection is closed just before a network telemetry event is about to be sent off. Specifically, where `waitgroup.Add(n)` is called on a waitgroup where `waitgroup.Wait()` is currently blocking another goroutine. This works as we only call `Wait()` on the `telemetryWg` waitgroup when the `Conn` mutex is held, and only after the closed channel has been closed. We then require that the goroutine sending the telemetry event acqui"
